EstabelecimentoID,TipoEstabelecimentoID,CidadeID,NomeEstabelecimento,Endereco,CEP,Latitude,Longitude,Telefone,HorarioFuncionamento,DataAbertura,DataCriacao,Ativo
621,2,383,Camargo,"Avenida Marcelo Oliveira, 79
Mariquinhas
32434-607 da Rocha da Praia / PE",74398-610,-23.434617995557026,-46.578214078327136,61 7086-3642,08:00-22:00,2025-02-08,2025-07-29 19:50:56.311614,1
622,8,56,Borges,"Estrada Moreira, 1
Prado
57372-942 Barbosa de Cunha / SE",03037-897,-23.439592883692804,-46.62668099905855,0500 974 5276,08:00-22:00,2017-12-22,2025-07-29 19:50:56.311614,1
623,3,57,Alves,"Favela Macedo, 861
Nova Pampulha
14579-990 da Rocha / RS",71523596,-23.52449531767471,-46.76150007987526,0900 726 4803,08:00-22:00,2023-04-19,2025-07-29 19:50:56.311614,1
624,3,386,Monteiro,"Via da Cunha, 6
Mangabeiras
93536582 Duarte da Praia / AM",74405-605,-23.401291137968748,-46.593867091679925,+55 81 3292-4823,08:00-22:00,2016-01-08,2025-07-29 19:50:56.311614,1
625,4,493,Andrade Silveira S/A,"Distrito Campos, 18
Embaúbas
17886114 Martins / ES",10243-760,-23.668462883284693,-46.794570188373136,+55 11 8189-4839,08:00-22:00,2016-11-22,2025-07-29 19:50:56.311614,1
626,5,295,Sousa Ltda.,"Trevo de Nogueira
Araguaia
95652-805 Garcia de Monteiro / AC",07394-619,-23.556421392782504,-46.55868125953982,(011) 6768 8459,08:00-22:00,2024-08-21,2025-07-29 19:50:56.311614,1
627,3,61,Costa Pires S.A.,"Praça Luna Cavalcanti, 27
Grajaú
54411145 Araújo / MG",10583836,-23.467462908194175,-46.70886069095817,+55 (021) 0594-9761,08:00-22:00,2022-08-15,2025-07-29 19:50:56.311614,1
628,6,173,Macedo,"Parque Ramos, 31
Conjunto Capitão Eduardo
57565-088 Cavalcante / DF",88460825,-23.657688564565753,-46.764836534840896,+55 61 9779 5379,08:00-22:00,2020-08-30,2025-07-29 19:50:56.311614,1
629,10,478,Campos S.A.,"Ladeira da Mota, 95
Vila Madre Gertrudes 4ª Seção
02812-216 da Rocha / SE",21422-010,-23.408175071555142,-46.75065331378314,0500 269 2667,08:00-22:00,2023-09-01,2025-07-29 19:50:56.311614,1
630,3,110,Pires,"Esplanada de Gonçalves, 77
Vila Madre Gertrudes 4ª Seção
68776820 Silveira / PE",14829-333,-23.593786036444907,-46.51105968044748,+55 (051) 9735-3510,08:00-22:00,2019-11-08,2025-07-29 19:50:56.311614,1
631,8,412,Sampaio e Filhos,"Morro de da Costa, 1
Biquinhas
78562443 Borges do Amparo / SP",42227-457,-23.59495807380642,-46.56785087464475,(051) 6994 4714,08:00-22:00,2022-02-06,2025-07-29 19:50:56.311614,1
632,4,146,Pastor,"Lagoa Alexandre Borges, 17
Barão Homem De Melo 2ª Seção
12421-055 Nunes / SE",88952214,-23.636041709657636,-46.72863840799908,+55 (051) 5502 3709,08:00-22:00,2019-08-12,2025-07-29 19:50:56.311614,1
633,5,14,da Costa - EI,"Feira Maysa Moraes, 947
Jardim Guanabara
25157-715 Azevedo dos Dourados / BA",66809006,-23.61359476078002,-46.510960126961116,+55 41 2273 8167,08:00-22:00,2022-07-29,2025-07-29 19:50:56.311614,1
634,3,183,Sousa - ME,"Condomínio Vinicius Monteiro, 6
Vila Nova Cachoeirinha 2ª Seção
44816171 da Mata / AC",86023-119,-23.52672332997807,-46.75796469880123,0300-161-9076,08:00-22:00,2021-03-01,2025-07-29 19:50:56.311614,1
635,5,315,Sampaio Ltda.,"Travessa Cecilia Cardoso, 36
Venda Nova
52660-973 Silva dos Dourados / PE",99959738,-23.571193713284714,-46.57994183642957,41 2260-1215,08:00-22:00,2025-03-17,2025-07-29 19:50:56.311614,1
636,7,365,da Costa,"Morro de Fonseca
Vila Califórnia
66071137 da Luz / RO",63576-398,-23.64198654650198,-46.602978111944296,(084) 7253 2728,08:00-22:00,2016-10-02,2025-07-29 19:50:56.311614,1
637,3,147,Cunha,"Aeroporto de Ribeiro, 14
Novo Glória
21248305 Nunes Alegre / SC",60881279,-23.45725801790506,-46.553556968284326,+55 (071) 2213-6819,08:00-22:00,2021-03-02,2025-07-29 19:50:56.311614,1
638,3,232,da Conceição,"Distrito Milena Rocha, 6
Marçola
09591344 Lima / PR",30490-315,-23.68132820786278,-46.68549038379803,0900-830-1619,08:00-22:00,2018-08-30,2025-07-29 19:50:56.311614,1
639,1,484,Gomes,"Área Rezende, 9
Ouro Preto
20849729 Moreira de Freitas / PI",25928089,-23.449604176649917,-46.679449362506766,0900 610 3185,08:00-22:00,2018-07-18,2025-07-29 19:50:56.311614,1
640,2,297,Pires Moreira S/A,"Rua de Farias, 8
Casa Branca
07066-201 Rios do Oeste / MG",99632003,-23.617518382605624,-46.61262989446716,+55 31 1245-4398,08:00-22:00,2015-09-19,2025-07-29 19:50:56.311614,1
641,4,140,Campos Gomes e Filhos,"Largo Maria Laura Câmara, 465
Mariquinhas
85594665 Farias da Prata / MS",23702741,-23.551229000071206,-46.68053827291043,51 1874 0012,08:00-22:00,2021-08-13,2025-07-29 19:50:56.311614,1
642,9,148,Teixeira,"Núcleo Clara Castro, 62
Novo São Lucas
25040359 Rodrigues de Gonçalves / AC",69535-310,-23.585680638423483,-46.78759473218933,(021) 7176 9955,08:00-22:00,2018-04-20,2025-07-29 19:50:56.311614,1
643,3,418,Cavalcanti,"Praia Allana Farias, 6
Aguas Claras
45750597 Fernandes da Prata / MT",95496-211,-23.528819365983086,-46.58108759045648,+55 (071) 3148-7777,08:00-22:00,2022-12-04,2025-07-29 19:50:56.311614,1
644,10,381,Silveira,"Rodovia Zoe Aparecida, 83
Horto Florestal
22674-686 Pereira da Serra / ES",98067718,-23.461203001457946,-46.60771618108346,81 9596-2565,08:00-22:00,2016-07-05,2025-07-29 19:50:56.311614,1
645,5,36,Caldeira S.A.,"Núcleo Cirino, 8
Itapoa
29252536 Costa / PI",08077-139,-23.40320406195759,-46.672886156173206,31 5914-6679,08:00-22:00,2024-10-21,2025-07-29 19:50:56.311614,1
646,9,277,Borges Leão S.A.,"Estrada Correia, 548
Glória
59662-342 Pimenta / AL",77871-963,-23.608182256303827,-46.709151131735965,+55 51 6427 8235,08:00-22:00,2024-11-28,2025-07-29 19:50:56.311614,1
647,4,56,Cunha,"Rodovia Ana Gomes
Marmiteiros
54134808 Costela do Amparo / MA",15547227,-23.53385867629094,-46.70378224850179,84 9006-4435,08:00-22:00,2018-06-26,2025-07-29 19:50:56.311614,1
648,4,467,Mendonça Pacheco S/A,"Alameda Alícia Porto, 352
Vila Cemig
26274-573 Moura do Amparo / MG",93848983,-23.5601977353675,-46.57769141288646,21 3430-3405,08:00-22:00,2019-11-18,2025-07-29 19:50:56.311614,1
649,6,41,Cunha Abreu e Filhos,"Viaduto de Pacheco, 65
Madri
14623172 Dias / RN",37760740,-23.400321552206062,-46.581251736306136,11 8997 4308,08:00-22:00,2018-06-01,2025-07-29 19:50:56.311614,1
650,7,383,Caldeira,"Conjunto de da Luz, 40
São Francisco Das Chagas
64895695 Nascimento / AM",34716-116,-23.457325910850162,-46.55432447389762,+55 31 0657-3151,08:00-22:00,2023-08-26,2025-07-29 19:50:56.311614,1
651,6,169,Mendonça Ltda.,"Recanto Moura, 75
Ernesto Nascimento
73483302 Rodrigues das Flores / GO",22627-487,-23.580874842425942,-46.57134587152917,+55 21 9162-5119,08:00-22:00,2021-09-09,2025-07-29 19:50:56.311614,1
652,4,171,Montenegro,"Sítio Novaes
Granja Werneck
92668330 Siqueira / AM",68534671,-23.556936283317704,-46.57261673936818,71 6284 8402,08:00-22:00,2024-07-03,2025-07-29 19:50:56.311614,1
653,7,106,Novais S/A,"Feira Souza, 4
Itatiaia
42487-197 Ramos / PB",00428-157,-23.626213021672022,-46.72446802978337,+55 51 3666 9377,08:00-22:00,2024-06-20,2025-07-29 19:50:56.311614,1
654,10,227,da Mota,"Recanto de Barbosa
Conjunto Califórnia I
27551096 da Costa Grande / AP",61366424,-23.47342580407535,-46.769516233620365,+55 (051) 0097-0938,08:00-22:00,2016-01-14,2025-07-29 19:50:56.311614,1
655,3,456,Mendes Nunes - EI,"Avenida Evelyn Rocha, 10
Pilar
38365823 Guerra / MA",13843617,-23.446436464086467,-46.571474320189196,(084) 9312 1293,08:00-22:00,2021-07-03,2025-07-29 19:50:56.311614,1
656,3,86,Siqueira,"Rua Rezende, 17
Alto Caiçaras
02924-772 Oliveira / CE",26956-916,-23.41050395291312,-46.77041459410327,+55 (071) 6374-8871,08:00-22:00,2015-11-13,2025-07-29 19:50:56.311614,1
657,7,491,Aragão,"Pátio de Gonçalves, 3
Jardim Do Vale
85219391 Melo da Serra / RN",03502951,-23.53025133095466,-46.505366578411504,0900 520 0312,08:00-22:00,2019-10-15,2025-07-29 19:50:56.311614,1
658,6,294,Barros,"Aeroporto Mendes
Garças
53627895 Melo / RS",62759679,-23.498795099328767,-46.537473219765,+55 (061) 9463 0099,08:00-22:00,2017-06-19,2025-07-29 19:50:56.311614,1
659,2,146,Siqueira - ME,"Recanto Melo
Cidade Jardim Taquaril
98050-070 Rezende / RR",75229684,-23.56618235049916,-46.63996151942364,+55 41 4688 1694,08:00-22:00,2019-11-12,2025-07-29 19:50:56.311614,1
660,1,264,da Cruz,"Rua Aparecida
Buraco Quente
86948447 Marques de Cavalcanti / RS",53962722,-23.517261446898704,-46.69434493046935,+55 (031) 9989-7126,08:00-22:00,2023-04-28,2025-07-29 19:50:56.311614,1
661,6,247,Porto,"Loteamento Fonseca, 29
Vista Alegre
57683-649 Monteiro / MT",06768709,-23.59537529092796,-46.64194708921577,+55 (051) 2727-6040,08:00-22:00,2020-09-11,2025-07-29 19:50:56.311614,1
662,9,450,da Luz Sousa - ME,"Travessa Anna Liz Porto, 70
Santa Monica
60588-173 Pacheco / AM",49274-808,-23.478693265043805,-46.57970945006899,(081) 8446 1395,08:00-22:00,2018-12-29,2025-07-29 19:50:56.311614,1
663,3,148,Correia,"Conjunto de Vargas, 76
Vila Novo São Lucas
49614-905 Fogaça / AL",77731-773,-23.693189890273686,-46.57310100643181,+55 (071) 5566-9246,08:00-22:00,2016-05-17,2025-07-29 19:50:56.311614,1
664,9,453,Pinto e Filhos,"Trevo Mirella Siqueira, 57
Cenaculo
02051119 Pereira / PI",05244-341,-23.691462945092404,-46.77790020040502,81 2978-7788,08:00-22:00,2019-12-18,2025-07-29 19:50:56.311614,1
665,6,441,da Luz S/A,"Área Aylla Câmara, 66
Pousada Santo Antonio
15188954 Mendonça / RN",20755930,-23.48516373294402,-46.55854377153155,(011) 1558-1807,08:00-22:00,2022-05-02,2025-07-29 19:50:56.311614,1
666,4,362,Alves - ME,"Fazenda Augusto Montenegro, 7
Alto Dos Pinheiros
23299-228 Costa / SP",19327866,-23.42079515906245,-46.60755087548845,+55 (021) 8148 1193,08:00-22:00,2017-03-20,2025-07-29 19:50:56.311614,1
667,10,222,Garcia Monteiro S.A.,"Campo de Machado, 66
Grota
02392-335 Cirino Verde / RJ",16239437,-23.510325319669064,-46.78782611582844,+55 (061) 6735-2659,08:00-22:00,2018-02-26,2025-07-29 19:50:56.311614,1
668,10,146,Guerra,"Distrito Luiz Otávio Pereira
Conjunto Califórnia Ii
42491-816 Teixeira / GO",39827-597,-23.482041510298888,-46.70605163825586,0900-052-5951,08:00-22:00,2018-05-27,2025-07-29 19:50:56.311614,1
669,10,108,Farias Ltda.,"Viela de Pereira, 59
Monte São José
09353331 da Costa / RR",63733978,-23.452819712634547,-46.646807589391706,51 2790 8159,08:00-22:00,2024-07-07,2025-07-29 19:50:56.311614,1
670,2,444,Campos,"Praça de Brito, 1
Túnel De Ibirité
68884-584 Moraes do Sul / SE",00879-112,-23.591497720660925,-46.74346455233835,+55 41 3273-7080,08:00-22:00,2025-07-20,2025-07-29 19:50:56.311614,1
671,9,215,Monteiro,"Residencial Theodoro Ribeiro
Vila Cemig
81922-298 Aparecida de Almeida / RN",19741-125,-23.667565902732175,-46.75342784133763,+55 31 6180 1056,08:00-22:00,2020-12-12,2025-07-29 19:50:56.311614,1
672,5,245,Campos,"Fazenda Silva, 975
Carmo
95698-898 Fernandes / PE",97469748,-23.42007231382497,-46.7957156506208,81 1489-0494,08:00-22:00,2022-11-06,2025-07-29 19:50:56.311614,1
673,5,130,Pacheco das Neves - ME,"Feira Cirino, 64
Belmonte
92726967 Caldeira / SC",49493516,-23.418428830499266,-46.52653480996462,(084) 5803 7945,08:00-22:00,2020-05-01,2025-07-29 19:50:56.311614,1
674,2,426,Campos,"Avenida de da Costa, 670
Indaiá
51245134 Mendonça / AM",31987-078,-23.567447833328377,-46.78316761349094,(081) 9217-6890,08:00-22:00,2021-06-11,2025-07-29 19:50:56.311614,1
675,5,64,da Mata Gonçalves - EI,"Ladeira Heloisa Sampaio
Conjunto Serra Verde
02385332 Vargas / PA",05869841,-23.634849102901615,-46.69019657356079,41 2799 3097,08:00-22:00,2024-08-17,2025-07-29 19:50:56.311614,1
676,6,300,Silveira Santos S/A,"Sítio Camargo, 38
Olhos D'água
04844-792 Azevedo / CE",83909-534,-23.432293685169,-46.73826850881855,+55 (011) 1450 4431,08:00-22:00,2023-08-11,2025-07-29 19:50:56.311614,1
677,2,435,Cirino,"Parque de Moura, 56
Eymard
94613541 Moraes / ES",25709585,-23.487471990874422,-46.57769006933779,+55 41 3947 2793,08:00-22:00,2025-04-22,2025-07-29 19:50:56.311614,1
678,1,357,Freitas Pacheco e Filhos,"Morro Valentina Mendes, 86
Coração De Jesus
47832-450 Moreira / MG",79439-086,-23.69753149483591,-46.58784460275554,+55 (051) 7710-3756,08:00-22:00,2018-05-20,2025-07-29 19:50:56.311614,1
679,6,362,Cavalcante S/A,"Esplanada Pimenta, 237
Marmiteiros
89911344 Cavalcante / SE",68204701,-23.667684089562275,-46.558133276411404,+55 (061) 8434-8685,08:00-22:00,2020-06-14,2025-07-29 19:50:56.311614,1
680,9,224,Freitas e Filhos,"Setor Gael Rios, 26
Jardim Do Vale
64469597 Farias de Cavalcanti / RO",61563976,-23.405040107168475,-46.61495750962651,0800 846 8896,08:00-22:00,2018-02-23,2025-07-29 19:50:56.311614,1
681,9,65,Carvalho da Conceição S/A,"Passarela Yasmin Campos, 76
Ápia
22045506 Nunes / RJ",98430-388,-23.688561546357555,-46.6225040519,+55 11 7778-6863,08:00-22:00,2020-07-02,2025-07-29 19:50:56.311614,1
682,9,487,da Costa,"Vale Santos, 2
Santa Tereza
14391-534 Caldeira / SC",91952-088,-23.615233496890912,-46.67786678535843,+55 (071) 2651-8427,08:00-22:00,2016-11-23,2025-07-29 19:50:56.311614,1
683,5,65,Cavalcanti Leão - ME,"Alameda Raul Câmara, 3
Vila São Geraldo
34454-552 Câmara / RN",71353012,-23.535451096588158,-46.60909238996734,31 7949-2274,08:00-22:00,2024-07-31,2025-07-29 19:50:56.311614,1
684,10,374,Rezende,"Praça Yago Pinto, 48
Flavio De Oliveira
04753-597 Vargas de da Cruz / PI",55816-255,-23.644693315138337,-46.76543832450997,+55 (084) 2238 5895,08:00-22:00,2017-06-04,2025-07-29 19:50:56.311614,1
685,1,380,Sousa Ltda.,"Condomínio Jesus, 40
Santo Antônio
32821-120 da Rocha / MA",76487-376,-23.63038377409111,-46.594646145239345,41 2793-9928,08:00-22:00,2022-12-22,2025-07-29 19:50:56.311614,1
686,3,182,Fogaça S.A.,"Feira Maria Julia Pastor, 10
São Benedito
91097-679 Melo / TO",88363-017,-23.594109754031397,-46.76883067264107,+55 (071) 2119-8492,08:00-22:00,2020-12-11,2025-07-29 19:50:56.311614,1
687,8,497,Silva - ME,"Pátio de Lopes, 88
Fazendinha
25830140 Alves / SP",98064634,-23.619133719503115,-46.5414780292402,+55 71 1127 7169,08:00-22:00,2023-07-25,2025-07-29 19:50:56.311614,1
688,9,108,Viana Ltda.,"Colônia de Nunes, 752
Alto Barroca
47523-871 Santos / RJ",31111-209,-23.458993131624,-46.648295158251884,+55 (061) 3987-2691,08:00-22:00,2021-01-16,2025-07-29 19:50:56.311614,1
689,4,351,Oliveira,"Núcleo de Caldeira, 48
Mariano De Abreu
14833902 da Mata / AP",49553-306,-23.549917657982217,-46.6408929286393,(041) 5585-0492,08:00-22:00,2016-07-08,2025-07-29 19:50:56.311614,1
690,3,423,da Paz,"Setor de Macedo, 72
Ventosa
79939-476 Castro / MA",69827797,-23.616413955726717,-46.62454271933843,+55 21 8979 9500,08:00-22:00,2023-03-14,2025-07-29 19:50:56.311614,1
691,2,392,Rocha - EI,"Residencial Matteo Cirino, 21
Vila Bandeirantes
09607586 Farias / RR",54580-652,-23.60607118995159,-46.56718425030634,+55 (051) 9611 4877,08:00-22:00,2024-02-22,2025-07-29 19:50:56.311614,1
692,5,323,Cirino e Filhos,"Praia Andrade, 24
São Marcos
55018114 da Rocha / MT",50286-446,-23.68804051212359,-46.65645881373835,+55 (071) 5564 0838,08:00-22:00,2020-01-13,2025-07-29 19:50:56.311614,1
693,2,111,Martins S.A.,"Via Peixoto, 3
Santa Terezinha
81936431 Rodrigues Alegre / MA",29910-853,-23.685182377145736,-46.6717235779058,+55 41 7830-1262,08:00-22:00,2021-05-28,2025-07-29 19:50:56.311614,1
694,9,76,Vasconcelos,"Aeroporto da Rocha
Manacas
60110-854 Caldeira / PA",35021576,-23.484627730092335,-46.71349996296813,+55 (021) 3676 2415,08:00-22:00,2020-10-27,2025-07-29 19:50:56.311614,1
695,10,250,Mendonça,"Recanto de das Neves, 88
Nova Vista
15019-737 Sá / PB",07064-505,-23.666126748878664,-46.76158819478472,11 2147-9450,08:00-22:00,2016-06-06,2025-07-29 19:50:56.311614,1
696,9,241,Azevedo,"Praça de Oliveira, 147
Conjunto Califórnia Ii
71477-268 Barros / TO",32081-403,-23.557260967595465,-46.74289723767719,+55 (071) 4783-5507,08:00-22:00,2019-06-14,2025-07-29 19:50:56.311614,1
697,3,226,Duarte Ltda.,"Lagoa Asafe Viana, 88
Belvedere
24542892 Dias da Serra / BA",09963-423,-23.44729030714326,-46.79984164689425,+55 61 8349 8192,08:00-22:00,2019-02-04,2025-07-29 19:50:56.311614,1
698,4,305,Alves,"Estrada Pacheco, 749
Pongelupe
49746-407 Barros Grande / BA",39911314,-23.58946394828184,-46.5391735056643,(021) 3935-6250,08:00-22:00,2020-12-12,2025-07-29 19:50:56.311614,1
699,9,473,Martins Souza S/A,"Morro Gomes, 5
Lorena
82059423 Castro das Pedras / SC",90839619,-23.596274331896787,-46.570512481530336,21 7431 5104,08:00-22:00,2019-07-12,2025-07-29 19:50:56.311614,1
700,1,164,Viana e Filhos,"Vila de Moraes, 3
Vila Das Oliveiras
13173-256 Campos / RN",24383171,-23.438085517263907,-46.73439527135431,61 8743-6712,08:00-22:00,2017-09-19,2025-07-29 19:50:56.311614,1
701,7,263,Moraes,"Área de Monteiro, 61
Maria Tereza
77575-927 Fonseca / RO",24437-783,-23.440544881005096,-46.799282972821345,+55 (041) 5663 8960,08:00-22:00,2021-05-16,2025-07-29 19:50:56.311614,1
702,2,15,Pereira,"Avenida Martins, 673
Cidade Nova
52556199 Oliveira de Aparecida / GO",71314-520,-23.435958959561912,-46.65236510854139,+55 71 3907-8958,08:00-22:00,2018-06-27,2025-07-29 19:50:56.311614,1
703,9,341,Fernandes - EI,"Rua Ana Clara Monteiro
Luxemburgo
39540536 da Mota dos Dourados / TO",56389918,-23.52842581196047,-46.67622804020548,51 7395 9419,08:00-22:00,2015-11-29,2025-07-29 19:50:56.311614,1
704,3,153,Garcia,"Viaduto Andrade, 3
Vila São Gabriel
79715178 Costela de da Conceição / RN",56427-148,-23.41430871792802,-46.567198013597384,(031) 2844 9936,08:00-22:00,2019-03-23,2025-07-29 19:50:56.311614,1
705,6,496,da Luz - ME,"Quadra Luiz Miguel Cavalcanti, 807
Marçola
34936-674 da Cruz de Novaes / AP",81679-269,-23.454310815654786,-46.67913134799074,81 5322-7992,08:00-22:00,2025-05-26,2025-07-29 19:50:56.311614,1
706,5,441,Viana,"Pátio Costela, 38
Vitoria
83862-459 Lopes / SE",45717522,-23.575309671914287,-46.54076615774287,+55 (011) 2477-7173,08:00-22:00,2022-11-09,2025-07-29 19:50:56.311614,1
707,2,38,Pacheco,"Favela da Cunha, 4
Carmo
75675828 Campos / DF",44855-890,-23.511133457417987,-46.77124853128042,+55 31 6473 5620,08:00-22:00,2025-04-15,2025-07-29 19:50:56.311614,1
708,9,37,Sampaio,"Parque Mathias da Rocha, 97
Conjunto Jardim Filadélfia
70159-794 Ferreira Alegre / MG",11705500,-23.663463275172507,-46.690242574124234,31 1148 3879,08:00-22:00,2018-03-02,2025-07-29 19:50:56.311614,1
709,3,122,Nogueira,"Passarela de da Mata, 84
Brasil Industrial
88418668 Novaes de Cirino / RN",95301-875,-23.534600344214745,-46.51981773039938,+55 61 4853 4581,08:00-22:00,2022-05-05,2025-07-29 19:50:56.311614,1
710,6,272,Freitas S/A,"Vereda Silveira, 151
Pilar
45969605 da Cunha / PE",72669-658,-23.621055274933717,-46.79648111330194,41 9291-8680,08:00-22:00,2021-11-14,2025-07-29 19:50:56.311614,1
711,9,257,Carvalho e Filhos,"Ladeira Porto, 59
Santa Helena
77790486 Cardoso do Galho / RR",61834077,-23.614935832046587,-46.68276317279792,+55 (051) 3001-0335,08:00-22:00,2021-08-08,2025-07-29 19:50:56.311614,1
712,8,175,Vieira Santos S/A,"Praça Thiago Marques, 686
Vila Independencia 2ª Seção
58982-689 Gonçalves / MG",20953-223,-23.66228453012162,-46.72208902198004,81 1330-8136,08:00-22:00,2016-07-28,2025-07-29 19:50:56.311614,1
713,10,436,Alves Ltda.,"Trecho Camargo, 52
Boa Viagem
17372-900 Cardoso / SC",02755-662,-23.59254023292782,-46.64044178326708,41 9497 1233,08:00-22:00,2023-01-05,2025-07-29 19:50:56.311614,1
714,5,293,Pires - ME,"Distrito Cardoso, 48
Santa Tereza
65926-965 Souza da Praia / RS",53094966,-23.555582900910252,-46.716369959916406,84 0947 3855,08:00-22:00,2017-12-17,2025-07-29 19:50:56.311614,1
715,6,301,Rios S/A,"Avenida Beatriz da Cruz, 8
Piraja
85060536 Fogaça dos Dourados / SE",81036412,-23.51989366764394,-46.539027586361556,(081) 6347-9851,08:00-22:00,2024-04-14,2025-07-29 19:50:56.311614,1
716,3,142,Nunes Souza - EI,"Parque Leandro Silveira, 21
Jardim Dos Comerciarios
48521-639 Cirino / AP",26976-385,-23.608539199119207,-46.518858524144015,61 5419-4216,08:00-22:00,2017-05-23,2025-07-29 19:50:56.311614,1
717,5,441,Mendes,"Sítio de Gonçalves, 46
Alto Barroca
73307-876 Pimenta do Galho / PA",90167963,-23.46232552970697,-46.545259710877815,+55 (011) 8311 8674,08:00-22:00,2019-07-26,2025-07-29 19:50:56.311614,1
718,6,162,Câmara,"Fazenda Maria Helena Araújo, 37
São Sebastião
48457-529 da Mota / RR",39606179,-23.543712011518885,-46.68042964643161,+55 (041) 0202 3494,08:00-22:00,2017-07-04,2025-07-29 19:50:56.311614,1
719,3,450,Costela S.A.,"Estrada Ana Lívia Duarte, 91
Parque São Pedro
88579229 Pires do Amparo / PB",40808149,-23.50858436731328,-46.50301987033914,(041) 8159 6038,08:00-22:00,2022-03-29,2025-07-29 19:50:56.311614,1
720,10,415,da Paz Ltda.,"Distrito Aylla da Rocha, 46
Barão Homem De Melo 1ª Seção
13526762 Macedo / SP",41552865,-23.61655691730644,-46.57948910501274,+55 (021) 7146-2561,08:00-22:00,2018-12-07,2025-07-29 19:50:56.311614,1
721,2,339,Brito,"Fazenda Ferreira, 42
Xodo-Marize
93477169 Cardoso / AM",03116-743,-23.45575923629632,-46.69331731901141,0300 343 7782,08:00-22:00,2017-09-01,2025-07-29 19:50:56.311614,1
722,10,467,Machado,"Estrada Melo, 26
Mantiqueira
43937-259 Macedo das Pedras / AP",88061-189,-23.512717664830216,-46.77189215364036,31 7346-1973,08:00-22:00,2018-08-13,2025-07-29 19:50:56.311614,1
723,9,428,Pastor S/A,"Avenida Isaque da Conceição
Oeste
41403-784 Moura de Sampaio / PR",77139203,-23.44129537516525,-46.59988607508548,+55 (031) 0133 2241,08:00-22:00,2017-06-08,2025-07-29 19:50:56.311614,1
